user,date,cluster,cluster_name
183,2022-04-19 13:00:42,14,Regular_achieverlike
183,2022-04-26 19:31:44,15,Regular_halfheartedlike
183,2022-05-05 17:26:32,12,Halfhearted
184,2022-03-15 22:31:32,11,Regular
184,2022-03-20 12:12:27,10,Achiever
184,2022-04-08 09:44:09,10,Achiever
184,2022-04-11 18:18:27,14,Regular_achieverlike
184,2022-04-19 13:00:42,14,Regular_achieverlike
184,2022-04-26 19:31:44,14,Regular_achieverlike
184,2022-05-05 17:26:32,12,Halfhearted
185,2022-03-15 22:31:32,10,Achiever
185,2022-03-20 12:12:27,15,Regular_halfheartedlike
185,2022-04-08 09:44:09,12,Halfhearted
185,2022-04-11 18:18:27,12,Halfhearted
185,2022-04-19 13:00:42,12,Halfhearted
185,2022-04-26 19:31:44,12,Halfhearted
185,2022-05-05 17:26:32,12,Halfhearted
186,2022-03-15 22:31:32,11,Regular
186,2022-03-20 12:12:27,12,Halfhearted
186,2022-04-08 09:44:09,12,Halfhearted
186,2022-04-11 18:18:27,12,Halfhearted
186,2022-04-19 13:00:42,12,Halfhearted
186,2022-04-26 19:31:44,12,Halfhearted
186,2022-05-05 17:26:32,12,Halfhearted
209,2022-03-15 22:31:32,11,Regular
209,2022-03-20 12:12:27,14,Regular_achieverlike
209,2022-04-08 09:44:09,14,Regular_achieverlike
209,2022-04-11 18:18:27,14,Regular_achieverlike
209,2022-04-19 13:00:42,14,Regular_achieverlike
209,2022-04-26 19:31:44,14,Regular_achieverlike
209,2022-05-05 17:26:32,10,Achiever
210,2022-03-15 22:31:32,13,Underachiever
210,2022-03-20 12:12:27,12,Halfhearted
210,2022-04-08 09:44:09,13,Underachiever
210,2022-04-11 18:18:27,13,Underachiever
210,2022-04-19 13:00:42,13,Underachiever
210,2022-04-26 19:31:44,13,Underachiever
210,2022-05-05 17:26:32,12,Halfhearted
289,2022-03-15 22:31:32,11,Regular
289,2022-03-20 12:12:27,15,Regular_halfheartedlike
289,2022-04-08 09:44:09,12,Halfhearted
289,2022-04-11 18:18:27,12,Halfhearted
289,2022-04-19 13:00:42,12,Halfhearted
289,2022-04-26 19:31:44,12,Halfhearted
289,2022-05-05 17:26:32,12,Halfhearted
290,2022-03-15 22:31:32,11,Regular
290,2022-03-20 12:12:27,12,Halfhearted
290,2022-04-08 09:44:09,12,Halfhearted
290,2022-04-11 18:18:27,12,Halfhearted
290,2022-04-19 13:00:42,12,Halfhearted
290,2022-04-26 19:31:44,15,Regular_halfheartedlike
290,2022-05-05 17:26:32,12,Halfhearted
291,2022-03-15 22:31:32,12,Halfhearted
291,2022-03-20 12:12:27,12,Halfhearted
291,2022-04-08 09:44:09,13,Underachiever
291,2022-04-11 18:18:27,13,Underachiever
291,2022-04-19 13:00:42,13,Underachiever
291,2022-04-26 19:31:44,13,Underachiever
291,2022-05-05 17:26:32,13,Underachiever
292,2022-03-15 22:31:32,12,Halfhearted
292,2022-03-20 12:12:27,12,Halfhearted
292,2022-04-08 09:44:09,12,Halfhearted
292,2022-04-11 18:18:27,12,Halfhearted
292,2022-04-19 13:00:42,12,Halfhearted
292,2022-04-26 19:31:44,12,Halfhearted
292,2022-05-05 17:26:32,12,Halfhearted
293,2022-03-15 22:31:32,11,Regular
293,2022-03-20 12:12:27,15,Regular_halfheartedlike
293,2022-04-08 09:44:09,15,Regular_halfheartedlike
293,2022-04-11 18:18:27,12,Halfhearted
293,2022-04-19 13:00:42,12,Halfhearted
293,2022-04-26 19:31:44,12,Halfhearted
293,2022-05-05 17:26:32,12,Halfhearted
294,2022-03-15 22:31:32,12,Halfhearted
294,2022-03-20 12:12:27,12,Halfhearted
294,2022-04-08 09:44:09,15,Regular_halfheartedlike
294,2022-04-11 18:18:27,12,Halfhearted
294,2022-04-19 13:00:42,15,Regular_halfheartedlike
294,2022-04-26 19:31:44,15,Regular_halfheartedlike
294,2022-05-05 17:26:32,15,Regular_halfheartedlike
